KPI_Metric_Id,Task_ID,Resource_IDs,Durations_Resource_IDs,Task_Weight
138,221,"[6, 8, 21, 33, 50]","[25.75, 10.25, 60.75, 47.25, 10.0]",0.06179196698614687
138,222,"[23, 25, 41, 52]","[0.75, 36.75, 38.5, 36.0]",0.23687325634842088
138,223,"[23, 25, 41, 52]","[9.25, 67.0, 47.75, 74.0]",0.25228436848989877
138,224,"[19, 29, 56]","[31.25, 18.75, 9.0]",0.43618536626067916
138,225,"[22, 26, 34, 54, 60]","[41.5, 38.5, 19.25, 34.0, 22.25]",0.012865041914854118
139,221,"[6, 8, 21, 33, 50]","[53.5, 30.0, 70.75, 47.5, 36.25]",0.06179196698614687
139,222,"[23, 25, 41, 52]","[32.0, 65.5, 47.25, 61.0]",0.23687325634842088
139,223,"[23, 25, 41, 52]","[15.0, 56.25, 10.0, 53.0]",0.25228436848989877
139,224,"[19, 29, 56]","[52.75, 60.25, 19.0]",0.43618536626067916
139,225,"[22, 26, 34, 54, 60]","[15.75, 48.0, 0.5, 30.5, 42.75]",0.012865041914854118
140,221,"[6, 8, 21, 33, 50]","[50.5, 67.5, 23.5, 35.5, 42.75]",0.06179196698614687
140,222,"[23, 25, 41, 52]","[27.5, 51.25, 57.75, 45.0]",0.23687325634842088
140,223,"[23, 25, 41, 52]","[68.0, 32.0, 12.0, 55.25]",0.25228436848989877
140,224,"[19, 29, 56]","[31.0, 61.0, 37.25]",0.43618536626067916
140,225,"[22, 26, 34, 54, 60]","[66.0, 69.5, 34.5, 63.75, 59.5]",0.012865041914854118
141,221,"[6, 8, 21, 33, 50]","[72.5, 66.0, 53.25, 2.25, 14.75]",0.06179196698614687
141,222,"[23, 25, 41, 52]","[71.25, 63.25, 39.5, 10.0]",0.23687325634842088
141,223,"[23, 25, 41, 52]","[65.5, 23.25, 61.5, 10.25]",0.25228436848989877
141,224,"[19, 29, 56]","[18.0, 24.25, 13.0]",0.43618536626067916
141,225,"[22, 26, 34, 54, 60]","[4.25, 8.75, 19.5, 72.5, 56.25]",0.012865041914854118
142,221,"[6, 8, 21, 33, 50]","[67.75, 45.75, 62.75, 64.5, 60.0]",0.06179196698614687
142,222,"[23, 25, 41, 52]","[60.0, 28.25, 32.0, 68.5]",0.23687325634842088
142,223,"[23, 25, 41, 52]","[8.25, 9.75, 68.5, 68.5]",0.25228436848989877
142,224,"[19, 29, 56]","[41.25, 19.5, 24.25]",0.43618536626067916
142,225,"[22, 26, 34, 54, 60]","[44.5, 66.0, 5.5, 26.0, 37.5]",0.012865041914854118
143,221,"[6, 8, 21, 33, 50]","[59.25, 46.25, 32.75, 38.75, 24.75]",0.06179196698614687
143,222,"[23, 25, 41, 52]","[35.25, 24.0, 55.75, 75.0]",0.23687325634842088
143,223,"[23, 25, 41, 52]","[65.25, 65.75, 32.5, 38.0]",0.25228436848989877
143,224,"[19, 29, 56]","[46.75, 14.5, 41.75]",0.43618536626067916
143,225,"[22, 26, 34, 54, 60]","[61.25, 60.75, 37.5, 61.75, 69.75]",0.012865041914854118
144,221,"[6, 8, 21, 33, 50]","[54.0, 10.25, 34.25, 48.0, 50.75]",0.06179196698614687
144,222,"[23, 25, 41, 52]","[0.5, 37.25, 69.5, 52.25]",0.23687325634842088
144,223,"[23, 25, 41, 52]","[34.5, 6.25, 40.25, 71.75]",0.25228436848989877
144,224,"[19, 29, 56]","[11.25, 39.5, 58.5]",0.43618536626067916
144,225,"[22, 26, 34, 54, 60]","[59.75, 71.25, 1.0, 21.5, 42.25]",0.012865041914854118
145,221,"[6, 8, 21, 33, 50]","[27.0, 40.25, 48.0, 39.25, 31.25]",0.06179196698614687
145,222,"[23, 25, 41, 52]","[15.75, 51.25, 16.25, 35.25]",0.23687325634842088
145,223,"[23, 25, 41, 52]","[38.75, 16.75, 37.75, 51.5]",0.25228436848989877
145,224,"[19, 29, 56]","[25.75, 42.75, 50.0]",0.43618536626067916
145,225,"[22, 26, 34, 54, 60]","[67.25, 40.25, 54.0, 24.0, 4.0]",0.012865041914854118
146,221,"[6, 8, 21, 33, 50]","[63.5, 60.75, 14.0, 28.25, 0.5]",0.06179196698614687
146,222,"[23, 25, 41, 52]","[14.5, 4.75, 35.25, 21.25]",0.23687325634842088
146,223,"[23, 25, 41, 52]","[74.5, 14.75, 50.0, 33.0]",0.25228436848989877
146,224,"[19, 29, 56]","[10.5, 18.75, 51.5]",0.43618536626067916
146,225,"[22, 26, 34, 54, 60]","[42.25, 37.0, 9.5, 31.75, 60.5]",0.012865041914854118
147,221,"[6, 8, 21, 33, 50]","[34.75, 44.25, 16.0, 38.75, 65.5]",0.06179196698614687
147,222,"[23, 25, 41, 52]","[3.5, 29.5, 30.25, 34.75]",0.23687325634842088
147,223,"[23, 25, 41, 52]","[31.75, 24.25, 14.5, 56.5]",0.25228436848989877
147,224,"[19, 29, 56]","[57.5, 32.75, 59.0]",0.43618536626067916
147,225,"[22, 26, 34, 54, 60]","[2.5, 57.75, 65.5, 13.5, 8.5]",0.012865041914854118
148,221,"[6, 8, 21, 33, 50]","[6.5, 36.25, 34.25, 12.5, 25.0]",0.06179196698614687
148,222,"[23, 25, 41, 52]","[47.75, 72.75, 34.0, 2.0]",0.23687325634842088
148,223,"[23, 25, 41, 52]","[6.5, 53.5, 64.25, 25.5]",0.25228436848989877
148,224,"[19, 29, 56]","[39.75, 38.25, 60.25]",0.43618536626067916
148,225,"[22, 26, 34, 54, 60]","[35.5, 25.25, 5.5, 41.75, 69.25]",0.012865041914854118
149,221,"[6, 8, 21, 33, 50]","[22.5, 31.5, 11.0, 65.5, 54.5]",0.06179196698614687
149,222,"[23, 25, 41, 52]","[32.75, 16.5, 54.25, 16.0]",0.23687325634842088
149,223,"[23, 25, 41, 52]","[63.75, 39.0, 70.5, 49.25]",0.25228436848989877
149,224,"[19, 29, 56]","[17.0, 5.75, 56.25]",0.43618536626067916
149,225,"[22, 26, 34, 54, 60]","[6.5, 16.5, 35.25, 26.5, 45.5]",0.012865041914854118
150,221,"[6, 8, 21, 33, 50]","[5.25, 31.5, 17.5, 44.5, 25.25]",0.06179196698614687
150,222,"[23, 25, 41, 52]","[52.0, 57.25, 52.25, 35.5]",0.23687325634842088
150,223,"[23, 25, 41, 52]","[15.75, 50.75, 53.0, 70.0]",0.25228436848989877
150,224,"[19, 29, 56]","[62.0, 13.25, 61.0]",0.43618536626067916
150,225,"[22, 26, 34, 54, 60]","[17.75, 43.0, 63.75, 30.75, 42.0]",0.012865041914854118
151,221,"[6, 8, 21, 33, 50]","[34.75, 7.5, 39.25, 30.0, 14.0]",0.06179196698614687
151,222,"[23, 25, 41, 52]","[29.75, 2.0, 23.25, 46.5]",0.23687325634842088
151,223,"[23, 25, 41, 52]","[54.5, 57.75, 23.25, 49.25]",0.25228436848989877
151,224,"[19, 29, 56]","[70.5, 47.5, 53.5]",0.43618536626067916
151,225,"[22, 26, 34, 54, 60]","[30.25, 24.25, 27.75, 10.75, 42.75]",0.012865041914854118
152,221,"[6, 8, 21, 33, 50]","[67.25, 19.0, 17.75, 56.5, 38.75]",0.06179196698614687
152,222,"[23, 25, 41, 52]","[25.75, 71.25, 61.25, 70.0]",0.23687325634842088
152,223,"[23, 25, 41, 52]","[39.0, 36.75, 67.75, 42.5]",0.25228436848989877
152,224,"[19, 29, 56]","[33.0, 64.0, 52.0]",0.43618536626067916
152,225,"[22, 26, 34, 54, 60]","[22.25, 25.5, 16.25, 27.75, 45.5]",0.012865041914854118
153,221,"[6, 8, 21, 33, 50]","[13.75, 51.5, 56.5, 41.0, 51.5]",0.06179196698614687
153,222,"[23, 25, 41, 52]","[12.0, 34.75, 16.5, 62.0]",0.23687325634842088
153,223,"[23, 25, 41, 52]","[29.0, 19.0, 13.5, 23.0]",0.25228436848989877
153,224,"[19, 29, 56]","[71.5, 35.75, 25.0]",0.43618536626067916
153,225,"[22, 26, 34, 54, 60]","[6.5, 52.75, 74.25, 65.5, 37.25]",0.012865041914854118
154,221,"[6, 8, 21, 33, 50]","[68.0, 46.25, 71.5, 70.75, 52.0]",0.06179196698614687
154,222,"[23, 25, 41, 52]","[16.0, 46.25, 63.75, 23.0]",0.23687325634842088
154,223,"[23, 25, 41, 52]","[4.5, 11.0, 29.75, 58.75]",0.25228436848989877
154,224,"[19, 29, 56]","[12.75, 19.25, 53.5]",0.43618536626067916
154,225,"[22, 26, 34, 54, 60]","[39.0, 21.0, 26.25, 31.0, 4.75]",0.012865041914854118
155,221,"[6, 8, 21, 33, 50]","[46.5, 70.25, 29.0, 58.75, 13.75]",0.06179196698614687
155,222,"[23, 25, 41, 52]","[21.5, 55.25, 30.25, 6.75]",0.23687325634842088
155,223,"[23, 25, 41, 52]","[26.0, 74.25, 10.0, 39.25]",0.25228436848989877
155,224,"[19, 29, 56]","[29.75, 23.5, 46.75]",0.43618536626067916
155,225,"[22, 26, 34, 54, 60]","[25.75, 49.25, 4.25, 62.25, 36.0]",0.012865041914854118
156,221,"[6, 8, 21, 33, 50]","[69.5, 73.5, 34.0, 49.5, 34.25]",0.06179196698614687
156,222,"[23, 25, 41, 52]","[30.0, 10.0, 16.75, 64.25]",0.23687325634842088
156,223,"[23, 25, 41, 52]","[28.5, 55.25, 31.25, 19.75]",0.25228436848989877
156,224,"[19, 29, 56]","[2.75, 71.5, 68.25]",0.43618536626067916
156,225,"[22, 26, 34, 54, 60]","[35.5, 12.5, 69.5, 1.75, 33.25]",0.012865041914854118
157,221,"[6, 8, 21, 33, 50]","[20.0, 65.75, 69.75, 68.75, 0.5]",0.06179196698614687
157,222,"[23, 25, 41, 52]","[58.25, 34.5, 62.25, 51.5]",0.23687325634842088
157,223,"[23, 25, 41, 52]","[46.5, 59.5, 59.5, 75.0]",0.25228436848989877
157,224,"[19, 29, 56]","[69.25, 8.25, 54.25]",0.43618536626067916
157,225,"[22, 26, 34, 54, 60]","[70.5, 9.5, 13.75, 46.25, 29.5]",0.012865041914854118
158,221,"[6, 8, 21, 33, 50]","[17.5, 50.75, 70.5, 5.5, 32.0]",0.06179196698614687
158,222,"[23, 25, 41, 52]","[6.75, 43.5, 37.5, 33.75]",0.23687325634842088
158,223,"[23, 25, 41, 52]","[55.0, 48.75, 25.0, 60.25]",0.25228436848989877
158,224,"[19, 29, 56]","[67.75, 62.25, 28.25]",0.43618536626067916
158,225,"[22, 26, 34, 54, 60]","[20.0, 19.0, 11.75, 55.75, 33.5]",0.012865041914854118
159,221,"[6, 8, 21, 33, 50]","[15.25, 48.75, 51.75, 51.5, 9.25]",0.06179196698614687
159,222,"[23, 25, 41, 52]","[36.25, 35.5, 34.25, 74.75]",0.23687325634842088
159,223,"[23, 25, 41, 52]","[52.5, 25.75, 40.25, 24.25]",0.25228436848989877
159,224,"[19, 29, 56]","[34.5, 53.25, 51.5]",0.43618536626067916
159,225,"[22, 26, 34, 54, 60]","[33.0, 36.25, 10.5, 67.75, 60.0]",0.012865041914854118
160,221,"[6, 8, 21, 33, 50]","[41.5, 29.25, 37.25, 1.25, 62.0]",0.06179196698614687
160,222,"[23, 25, 41, 52]","[22.25, 57.0, 45.5, 57.5]",0.23687325634842088
160,223,"[23, 25, 41, 52]","[10.5, 68.25, 41.0, 58.5]",0.25228436848989877
160,224,"[19, 29, 56]","[35.5, 24.75, 62.0]",0.43618536626067916
160,225,"[22, 26, 34, 54, 60]","[21.5, 34.5, 42.5, 10.25, 41.25]",0.012865041914854118
161,221,"[6, 8, 21, 33, 50]","[69.75, 30.5, 2.25, 20.25, 28.0]",0.06179196698614687
161,222,"[23, 25, 41, 52]","[56.25, 64.0, 27.75, 13.0]",0.23687325634842088
161,223,"[23, 25, 41, 52]","[16.5, 58.25, 13.75, 50.25]",0.25228436848989877
161,224,"[19, 29, 56]","[32.0, 25.5, 23.5]",0.43618536626067916
161,225,"[22, 26, 34, 54, 60]","[34.25, 54.0, 45.25, 29.5, 38.75]",0.012865041914854118
162,221,"[6, 8, 21, 33, 50]","[13.75, 44.0, 73.25, 30.25, 55.5]",0.06179196698614687
162,222,"[23, 25, 41, 52]","[0.5, 20.5, 33.5, 39.25]",0.23687325634842088
162,223,"[23, 25, 41, 52]","[26.0, 2.5, 59.0, 55.5]",0.25228436848989877
162,224,"[19, 29, 56]","[17.0, 48.25, 16.5]",0.43618536626067916
162,225,"[22, 26, 34, 54, 60]","[45.5, 42.75, 6.0, 73.75, 3.5]",0.012865041914854118
163,226,"[23, 25, 41, 52]","[26.5, 35.5, 52.0, 47.0]",0.37024774800789306
163,227,"[35, 37]","[2.75, 59.25]",0.03713107688037929
163,228,"[2, 7, 39, 53]","[0.5, 10.75, 25.75, 19.25]",0.3845022708589846
163,229,"[5, 16, 24]","[22.25, 27.25, 37.75]",0.1944197053743331
163,230,"[19, 29, 56]","[0.5, 73.5, 42.5]",0.01369919887840978
164,226,"[23, 25, 41, 52]","[15.25, 32.5, 35.5, 57.25]",0.37024774800789306
164,227,"[35, 37]","[21.0, 27.25]",0.03713107688037929
164,228,"[2, 7, 39, 53]","[30.75, 57.75, 20.75, 43.0]",0.3845022708589846
164,229,"[5, 16, 24]","[50.25, 13.75, 56.75]",0.1944197053743331
164,230,"[19, 29, 56]","[62.25, 55.25, 26.0]",0.01369919887840978
165,226,"[23, 25, 41, 52]","[13.0, 30.0, 63.25, 10.5]",0.37024774800789306
165,227,"[35, 37]","[68.5, 67.75]",0.03713107688037929
165,228,"[2, 7, 39, 53]","[63.75, 60.5, 63.75, 19.5]",0.3845022708589846
165,229,"[5, 16, 24]","[52.25, 70.0, 60.0]",0.1944197053743331
165,230,"[19, 29, 56]","[4.5, 53.0, 20.0]",0.01369919887840978
166,226,"[23, 25, 41, 52]","[34.5, 20.5, 21.5, 25.75]",0.37024774800789306
166,227,"[35, 37]","[10.25, 21.25]",0.03713107688037929
166,228,"[2, 7, 39, 53]","[24.5, 56.5, 28.75, 67.5]",0.3845022708589846
166,229,"[5, 16, 24]","[56.5, 27.75, 24.25]",0.1944197053743331
166,230,"[19, 29, 56]","[36.75, 9.75, 15.75]",0.01369919887840978
167,226,"[23, 25, 41, 52]","[32.0, 50.5, 68.25, 72.5]",0.37024774800789306
167,227,"[35, 37]","[46.75, 32.0]",0.03713107688037929
167,228,"[2, 7, 39, 53]","[43.5, 46.75, 45.0, 13.5]",0.3845022708589846
167,229,"[5, 16, 24]","[17.25, 8.5, 46.25]",0.1944197053743331
167,230,"[19, 29, 56]","[26.75, 12.5, 51.75]",0.01369919887840978
168,226,"[23, 25, 41, 52]","[57.25, 39.75, 37.25, 34.0]",0.37024774800789306
168,227,"[35, 37]","[4.75, 11.0]",0.03713107688037929
168,228,"[2, 7, 39, 53]","[48.0, 17.25, 40.0, 71.0]",0.3845022708589846
168,229,"[5, 16, 24]","[29.5, 45.75, 27.25]",0.1944197053743331
168,230,"[19, 29, 56]","[48.0, 3.5, 43.5]",0.01369919887840978
169,226,"[23, 25, 41, 52]","[53.0, 63.0, 11.25, 52.75]",0.37024774800789306
169,227,"[35, 37]","[9.75, 47.75]",0.03713107688037929
169,228,"[2, 7, 39, 53]","[2.0, 60.0, 33.75, 6.5]",0.3845022708589846
169,229,"[5, 16, 24]","[36.25, 56.25, 28.0]",0.1944197053743331
169,230,"[19, 29, 56]","[55.0, 41.25, 47.75]",0.01369919887840978
170,226,"[23, 25, 41, 52]","[13.25, 36.25, 51.25, 27.25]",0.37024774800789306
170,227,"[35, 37]","[45.25, 70.75]",0.03713107688037929
170,228,"[2, 7, 39, 53]","[15.25, 67.0, 47.0, 16.0]",0.3845022708589846
170,229,"[5, 16, 24]","[51.5, 1.25, 46.75]",0.1944197053743331
170,230,"[19, 29, 56]","[6.25, 36.75, 69.25]",0.01369919887840978
171,226,"[23, 25, 41, 52]","[62.25, 13.5, 62.5, 58.5]",0.37024774800789306
171,227,"[35, 37]","[2.0, 37.75]",0.03713107688037929
171,228,"[2, 7, 39, 53]","[24.5, 67.75, 36.75, 0.25]",0.3845022708589846
171,229,"[5, 16, 24]","[61.5, 35.75, 13.5]",0.1944197053743331
171,230,"[19, 29, 56]","[11.0, 32.0, 4.25]",0.01369919887840978
172,226,"[23, 25, 41, 52]","[53.5, 48.25, 50.5, 25.75]",0.37024774800789306
172,227,"[35, 37]","[32.0, 39.5]",0.03713107688037929
172,228,"[2, 7, 39, 53]","[66.25, 28.25, 52.25, 45.75]",0.3845022708589846
172,229,"[5, 16, 24]","[36.25, 5.25, 51.75]",0.1944197053743331
172,230,"[19, 29, 56]","[38.5, 63.75, 65.0]",0.01369919887840978
173,226,"[23, 25, 41, 52]","[43.75, 10.25, 3.75, 44.0]",0.37024774800789306
173,227,"[35, 37]","[43.75, 19.5]",0.03713107688037929
173,228,"[2, 7, 39, 53]","[30.25, 45.25, 19.5, 50.25]",0.3845022708589846
173,229,"[5, 16, 24]","[21.75, 72.0, 46.5]",0.1944197053743331
173,230,"[19, 29, 56]","[23.75, 18.75, 11.75]",0.01369919887840978
174,226,"[23, 25, 41, 52]","[49.5, 26.25, 53.25, 10.75]",0.37024774800789306
174,227,"[35, 37]","[25.0, 35.75]",0.03713107688037929
174,228,"[2, 7, 39, 53]","[55.75, 10.75, 35.0, 28.0]",0.3845022708589846
174,229,"[5, 16, 24]","[62.75, 38.0, 60.0]",0.1944197053743331
174,230,"[19, 29, 56]","[21.5, 47.75, 2.0]",0.01369919887840978
175,226,"[23, 25, 41, 52]","[62.0, 74.0, 69.0, 4.75]",0.37024774800789306
175,227,"[35, 37]","[20.75, 47.25]",0.03713107688037929
175,228,"[2, 7, 39, 53]","[64.5, 3.25, 52.0, 56.75]",0.3845022708589846
175,229,"[5, 16, 24]","[35.0, 65.25, 0.25]",0.1944197053743331
175,230,"[19, 29, 56]","[40.25, 17.25, 3.75]",0.01369919887840978
176,226,"[23, 25, 41, 52]","[20.5, 27.25, 21.25, 61.0]",0.37024774800789306
176,227,"[35, 37]","[22.25, 49.25]",0.03713107688037929
176,228,"[2, 7, 39, 53]","[0.75, 8.5, 24.0, 1.75]",0.3845022708589846
176,229,"[5, 16, 24]","[44.0, 0.75, 63.0]",0.1944197053743331
176,230,"[19, 29, 56]","[22.5, 14.75, 15.5]",0.01369919887840978
177,226,"[23, 25, 41, 52]","[71.75, 11.0, 65.75, 48.0]",0.37024774800789306
177,227,"[35, 37]","[62.0, 38.5]",0.03713107688037929
177,228,"[2, 7, 39, 53]","[22.75, 39.0, 18.5, 14.5]",0.3845022708589846
177,229,"[5, 16, 24]","[57.75, 43.75, 69.25]",0.1944197053743331
177,230,"[19, 29, 56]","[56.25, 50.25, 49.5]",0.01369919887840978
178,226,"[23, 25, 41, 52]","[62.5, 31.5, 17.0, 16.25]",0.37024774800789306
178,227,"[35, 37]","[0.75, 72.0]",0.03713107688037929
178,228,"[2, 7, 39, 53]","[0.75, 30.75, 63.5, 44.25]",0.3845022708589846
178,229,"[5, 16, 24]","[3.0, 67.75, 2.0]",0.1944197053743331
178,230,"[19, 29, 56]","[60.5, 11.25, 38.75]",0.01369919887840978
179,226,"[23, 25, 41, 52]","[69.0, 69.25, 19.75, 23.5]",0.37024774800789306
179,227,"[35, 37]","[41.75, 31.25]",0.03713107688037929
179,228,"[2, 7, 39, 53]","[40.75, 26.0, 27.0, 42.25]",0.3845022708589846
179,229,"[5, 16, 24]","[66.75, 16.5, 2.25]",0.1944197053743331
179,230,"[19, 29, 56]","[38.0, 45.75, 11.0]",0.01369919887840978
180,226,"[23, 25, 41, 52]","[25.75, 60.0, 65.25, 64.0]",0.37024774800789306
180,227,"[35, 37]","[28.25, 37.5]",0.03713107688037929
180,228,"[2, 7, 39, 53]","[57.0, 32.0, 32.5, 60.0]",0.3845022708589846
180,229,"[5, 16, 24]","[54.75, 23.25, 71.0]",0.1944197053743331
180,230,"[19, 29, 56]","[42.75, 22.25, 5.5]",0.01369919887840978
181,226,"[23, 25, 41, 52]","[4.25, 27.5, 32.5, 16.75]",0.37024774800789306
181,227,"[35, 37]","[69.25, 13.25]",0.03713107688037929
181,228,"[2, 7, 39, 53]","[7.25, 54.75, 7.25, 14.75]",0.3845022708589846
181,229,"[5, 16, 24]","[23.75, 28.25, 12.75]",0.1944197053743331
181,230,"[19, 29, 56]","[11.5, 41.0, 49.0]",0.01369919887840978
182,226,"[23, 25, 41, 52]","[51.25, 50.75, 9.5, 0.75]",0.37024774800789306
182,227,"[35, 37]","[49.5, 44.25]",0.03713107688037929
182,228,"[2, 7, 39, 53]","[60.25, 38.0, 64.0, 39.0]",0.3845022708589846
182,229,"[5, 16, 24]","[49.75, 32.25, 1.25]",0.1944197053743331
182,230,"[19, 29, 56]","[47.0, 53.5, 57.5]",0.01369919887840978
183,226,"[23, 25, 41, 52]","[7.25, 49.25, 70.75, 42.25]",0.37024774800789306
183,227,"[35, 37]","[56.75, 73.25]",0.03713107688037929
183,228,"[2, 7, 39, 53]","[55.0, 7.0, 62.5, 10.25]",0.3845022708589846
183,229,"[5, 16, 24]","[65.25, 66.25, 16.5]",0.1944197053743331
183,230,"[19, 29, 56]","[54.0, 38.25, 4.75]",0.01369919887840978
184,226,"[23, 25, 41, 52]","[74.75, 68.5, 52.5, 55.0]",0.37024774800789306
184,227,"[35, 37]","[69.5, 27.0]",0.03713107688037929
184,228,"[2, 7, 39, 53]","[36.25, 74.0, 22.25, 33.5]",0.3845022708589846
184,229,"[5, 16, 24]","[50.25, 50.25, 50.0]",0.1944197053743331
184,230,"[19, 29, 56]","[47.0, 26.5, 16.0]",0.01369919887840978
185,226,"[23, 25, 41, 52]","[68.75, 22.0, 74.5, 18.75]",0.37024774800789306
185,227,"[35, 37]","[5.5, 24.5]",0.03713107688037929
185,228,"[2, 7, 39, 53]","[30.75, 37.5, 41.25, 30.0]",0.3845022708589846
185,229,"[5, 16, 24]","[57.5, 9.0, 34.0]",0.1944197053743331
185,230,"[19, 29, 56]","[15.5, 54.25, 59.5]",0.01369919887840978
186,226,"[23, 25, 41, 52]","[35.0, 74.75, 68.5, 7.75]",0.37024774800789306
186,227,"[35, 37]","[67.75, 68.5]",0.03713107688037929
186,228,"[2, 7, 39, 53]","[68.5, 43.5, 14.5, 47.5]",0.3845022708589846
186,229,"[5, 16, 24]","[57.75, 10.75, 37.75]",0.1944197053743331
186,230,"[19, 29, 56]","[52.0, 1.0, 1.0]",0.01369919887840978
187,226,"[23, 25, 41, 52]","[33.25, 27.0, 41.5, 12.75]",0.37024774800789306
187,227,"[35, 37]","[21.5, 53.25]",0.03713107688037929
187,228,"[2, 7, 39, 53]","[63.0, 5.25, 72.75, 57.75]",0.3845022708589846
187,229,"[5, 16, 24]","[38.25, 70.5, 38.75]",0.1944197053743331
187,230,"[19, 29, 56]","[35.25, 36.75, 52.0]",0.01369919887840978
188,226,"[23, 25, 41, 52]","[66.5, 72.5, 26.75, 18.25]",0.37024774800789306
188,227,"[35, 37]","[53.75, 60.0]",0.03713107688037929
188,228,"[2, 7, 39, 53]","[39.25, 56.25, 66.75, 53.5]",0.3845022708589846
188,229,"[5, 16, 24]","[67.75, 12.25, 7.0]",0.1944197053743331
188,230,"[19, 29, 56]","[51.5, 3.5, 64.25]",0.01369919887840978
189,226,"[23, 25, 41, 52]","[73.25, 27.5, 66.5, 39.75]",0.37024774800789306
189,227,"[35, 37]","[68.5, 21.5]",0.03713107688037929
189,228,"[2, 7, 39, 53]","[73.5, 35.75, 66.25, 28.25]",0.3845022708589846
189,229,"[5, 16, 24]","[50.25, 45.25, 65.75]",0.1944197053743331
189,230,"[19, 29, 56]","[5.0, 16.0, 29.0]",0.01369919887840978
190,226,"[23, 25, 41, 52]","[67.5, 44.0, 42.25, 3.0]",0.37024774800789306
190,227,"[35, 37]","[50.25, 7.75]",0.03713107688037929
190,228,"[2, 7, 39, 53]","[59.25, 7.25, 47.75, 39.25]",0.3845022708589846
190,229,"[5, 16, 24]","[64.75, 27.75, 35.0]",0.1944197053743331
190,230,"[19, 29, 56]","[15.5, 72.5, 1.75]",0.01369919887840978
191,226,"[23, 25, 41, 52]","[58.25, 39.5, 4.0, 35.0]",0.37024774800789306
191,227,"[35, 37]","[57.0, 16.25]",0.03713107688037929
191,228,"[2, 7, 39, 53]","[46.25, 12.75, 52.5, 28.5]",0.3845022708589846
191,229,"[5, 16, 24]","[37.25, 20.25, 1.0]",0.1944197053743331
191,230,"[19, 29, 56]","[67.25, 18.75, 55.75]",0.01369919887840978
192,226,"[23, 25, 41, 52]","[26.5, 44.0, 44.5, 66.25]",0.37024774800789306
192,227,"[35, 37]","[22.5, 72.0]",0.03713107688037929
192,228,"[2, 7, 39, 53]","[51.75, 66.0, 41.0, 13.25]",0.3845022708589846
192,229,"[5, 16, 24]","[22.75, 59.0, 51.25]",0.1944197053743331
192,230,"[19, 29, 56]","[19.0, 65.25, 42.75]",0.01369919887840978
193,226,"[23, 25, 41, 52]","[58.0, 25.75, 21.5, 38.0]",0.37024774800789306
193,227,"[35, 37]","[37.0, 11.0]",0.03713107688037929
193,228,"[2, 7, 39, 53]","[9.25, 55.75, 41.25, 37.5]",0.3845022708589846
193,229,"[5, 16, 24]","[61.25, 41.25, 39.5]",0.1944197053743331
193,230,"[19, 29, 56]","[61.25, 67.75, 66.5]",0.01369919887840978
194,226,"[23, 25, 41, 52]","[25.0, 54.5, 74.25, 32.75]",0.37024774800789306
194,227,"[35, 37]","[27.25, 25.0]",0.03713107688037929
194,228,"[2, 7, 39, 53]","[46.5, 5.0, 7.25, 6.5]",0.3845022708589846
194,229,"[5, 16, 24]","[27.25, 56.25, 59.0]",0.1944197053743331
194,230,"[19, 29, 56]","[70.75, 71.25, 28.0]",0.01369919887840978
195,226,"[23, 25, 41, 52]","[38.5, 40.25, 13.5, 44.5]",0.37024774800789306
195,227,"[35, 37]","[1.75, 26.75]",0.03713107688037929
195,228,"[2, 7, 39, 53]","[70.75, 37.5, 2.0, 22.0]",0.3845022708589846
195,229,"[5, 16, 24]","[36.0, 12.5, 53.75]",0.1944197053743331
195,230,"[19, 29, 56]","[40.5, 28.0, 4.75]",0.01369919887840978
196,226,"[23, 25, 41, 52]","[50.25, 45.0, 56.0, 20.75]",0.37024774800789306
196,227,"[35, 37]","[72.25, 61.0]",0.03713107688037929
196,228,"[2, 7, 39, 53]","[35.25, 56.25, 74.5, 12.75]",0.3845022708589846
196,229,"[5, 16, 24]","[27.75, 22.75, 23.0]",0.1944197053743331
196,230,"[19, 29, 56]","[63.5, 38.5, 3.0]",0.01369919887840978
197,226,"[23, 25, 41, 52]","[59.75, 67.5, 51.0, 67.5]",0.37024774800789306
197,227,"[35, 37]","[44.0, 5.75]",0.03713107688037929
197,228,"[2, 7, 39, 53]","[62.5, 21.25, 52.5, 39.0]",0.3845022708589846
197,229,"[5, 16, 24]","[52.0, 70.0, 55.5]",0.1944197053743331
197,230,"[19, 29, 56]","[40.25, 71.25, 35.5]",0.01369919887840978
198,226,"[23, 25, 41, 52]","[0.5, 68.75, 6.0, 30.25]",0.37024774800789306
198,227,"[35, 37]","[29.25, 53.75]",0.03713107688037929
198,228,"[2, 7, 39, 53]","[22.75, 19.0, 26.75, 5.25]",0.3845022708589846
198,229,"[5, 16, 24]","[13.75, 23.0, 55.75]",0.1944197053743331
198,230,"[19, 29, 56]","[70.75, 63.5, 10.25]",0.01369919887840978
199,226,"[23, 25, 41, 52]","[48.75, 68.75, 10.25, 55.25]",0.37024774800789306
199,227,"[35, 37]","[43.75, 35.0]",0.03713107688037929
199,228,"[2, 7, 39, 53]","[69.0, 15.5, 28.5, 45.5]",0.3845022708589846
199,229,"[5, 16, 24]","[21.0, 6.25, 23.0]",0.1944197053743331
199,230,"[19, 29, 56]","[23.5, 39.25, 31.75]",0.01369919887840978
200,226,"[23, 25, 41, 52]","[48.5, 33.5, 8.0, 74.5]",0.37024774800789306
