KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
45,Increase street and sidewalk cleanliness.,124,(Retired) Streets rated filthy (%) - Bronx 09,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.6048426829268292,0.023019213105180385
45,Increase street and sidewalk cleanliness.,125,(Retired) Streets rated filthy (%) - Bronx 10,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.22712891566265062,0.015346720380169812
45,Increase street and sidewalk cleanliness.,126,(Retired) Streets rated filthy (%) - Bronx 11,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.5791222222222222,0.009817517405887677
45,Increase street and sidewalk cleanliness.,127,(Retired) Streets rated filthy (%) - Bronx 12,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.7046675,0.005722524637688585
45,Increase street and sidewalk cleanliness.,128,(Retired) Streets rated filthy (%) - Brooklyn 01,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.4918059523809524,0.00922931091075261
45,Increase street and sidewalk cleanliness.,129,(Retired) Streets rated filthy (%) - Brooklyn 02,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.40402195121951223,0.0007874441544086084
45,Increase street and sidewalk cleanliness.,130,(Retired) Streets rated filthy (%) - Brooklyn 03,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.9238821428571429,0.012810013008384927
45,Increase street and sidewalk cleanliness.,131,(Retired) Streets rated filthy (%) - Brooklyn 04,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.7609686746987953,0.011673402678565472
45,Increase street and sidewalk cleanliness.,132,(Retired) Streets rated filthy (%) - Brooklyn 05,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.7486409638554217,0.008684462089646258
45,Increase street and sidewalk cleanliness.,133,(Retired) Streets rated filthy (%) - Brooklyn 06,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.4932086419753086,0.030892254925018264
45,Increase street and sidewalk cleanliness.,134,(Retired) Streets rated filthy (%) - Brooklyn 07,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.5541975308641975,0.0330032163021913
45,Increase street and sidewalk cleanliness.,135,(Retired) Streets rated filthy (%) - Brooklyn 08,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.5672928571428573,0.014611856351190044
45,Increase street and sidewalk cleanliness.,136,(Retired) Streets rated filthy (%) - Brooklyn 09,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.449310843373494,0.033958525685381685
45,Increase street and sidewalk cleanliness.,137,(Retired) Streets rated filthy (%) - Brooklyn 10,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.15842048192771083,0.024980370210407273
45,Increase street and sidewalk cleanliness.,138,(Retired) Streets rated filthy (%) - Brooklyn 11,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.478267469879518,0.023670934406164426
45,Increase street and sidewalk cleanliness.,139,(Retired) Streets rated filthy (%) - Brooklyn 12,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,2.3532190476190475,0.012190072100487651
45,Increase street and sidewalk cleanliness.,140,(Retired) Streets rated filthy (%) - Brooklyn 13,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.5086807228915663,0.0024621426921730433
45,Increase street and sidewalk cleanliness.,141,(Retired) Streets rated filthy (%) - Brooklyn 14,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.7485229885057471,0.018024764128960927
45,Increase street and sidewalk cleanliness.,142,(Retired) Streets rated filthy (%) - Brooklyn 15,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.45600250000000003,0.020388856319166072
45,Increase street and sidewalk cleanliness.,143,(Retired) Streets rated filthy (%) - Brooklyn 16,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.89265,0.016798255633779645
45,Increase street and sidewalk cleanliness.,144,(Retired) Streets rated filthy (%) - Brooklyn 17,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.0829630952380953,0.01183520370262074
45,Increase street and sidewalk cleanliness.,145,(Retired) Streets rated filthy (%) - Brooklyn 18,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.5870123456790124,0.008769417763385528
45,Increase street and sidewalk cleanliness.,146,(Retired) Streets rated filthy (%) - Queens 01,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.6568807228915663,0.015391236562379524
45,Increase street and sidewalk cleanliness.,147,(Retired) Streets rated filthy (%) - Queens 02,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.49500864197530864,0.006327805751545366
45,Increase street and sidewalk cleanliness.,148,(Retired) Streets rated filthy (%) - Queens 03,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,1.17829756097561,0.028525391137048262
45,Increase street and sidewalk cleanliness.,149,(Retired) Streets rated filthy (%) - Queens 04,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.3691046511627907,0.016671644905093666
45,Increase street and sidewalk cleanliness.,150,(Retired) Streets rated filthy (%) - Queens 05,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.27086265060240966,0.020679159909076712
45,Increase street and sidewalk cleanliness.,151,(Retired) Streets rated filthy (%) - Queens 06,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.07057710843373494,0.032910052582452526
45,Increase street and sidewalk cleanliness.,152,(Retired) Streets rated filthy (%) - Queens 07,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.13490617283950618,0.012376994185037118
45,Increase street and sidewalk cleanliness.,153,(Retired) Streets rated filthy (%) - Queens 08,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.15893658536585364,0.019522157138840424
45,Increase street and sidewalk cleanliness.,154,(Retired) Streets rated filthy (%) - Queens 09,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.30789397590361445,0.024436604201746943
45,Increase street and sidewalk cleanliness.,155,(Retired) Streets rated filthy (%) - Queens 10,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.5510376470588235,0.004848993064730579
45,Increase street and sidewalk cleanliness.,156,(Retired) Streets rated filthy (%) - Queens 11,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.032659259259259256,0.015456043894498941
45,Increase street and sidewalk cleanliness.,157,(Retired) Streets rated filthy (%) - Queens 12,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.7081119047619048,0.024755539703607807
45,Increase street and sidewalk cleanliness.,158,(Retired) Streets rated filthy (%) - Queens 13,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.18226455696202534,0.011857176270807426
45,Increase street and sidewalk cleanliness.,159,(Retired) Streets rated filthy (%) - Queens 14,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.4653144578313253,0.03138947510871682
45,Increase street and sidewalk cleanliness.,160,(Retired) Streets rated filthy (%) - Staten Island 01,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.32992716049382714,0.011953278521122471
45,Increase street and sidewalk cleanliness.,161,(Retired) Streets rated filthy (%) - Staten Island 02,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.004691139240506329,0.02815538494472005
45,Increase street and sidewalk cleanliness.,162,(Retired) Streets rated filthy (%) - Staten Island 03,"On a scale of 1.0 (a clean street with no litter) to 3.0 (a street where litter is highly concentrated along the curbs and overflowing onto the sidewalk), the percent of streets with a rating of 1.75 or higher (filthy).",100.0,0.0826012987012987,0.007974713491674399
46,Increase street and sidewalk cleanliness.,163,(Retired) Sidewalks rated acceptably clean (%) [RETIRED],"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.72510449438201,0.03513984530458146
46,Increase street and sidewalk cleanliness.,164,(Retired) Sidewalks rated acceptably clean (%) - Bronx 01,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,91.79280975609757,0.024189711862547862
46,Increase street and sidewalk cleanliness.,165,(Retired) Sidewalks rated acceptably clean (%) - Bronx 02,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,89.83194047619047,0.015382051607450584
46,Increase street and sidewalk cleanliness.,166,(Retired) Sidewalks rated acceptably clean (%) - Bronx 03,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,91.4277,0.03677444646801126
46,Increase street and sidewalk cleanliness.,167,(Retired) Sidewalks rated acceptably clean (%) - Bronx 04,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,94.64859879518072,0.0056621309343530875
46,Increase street and sidewalk cleanliness.,168,(Retired) Sidewalks rated acceptably clean (%) - Bronx 05,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,94.56221445783133,0.011177462358584946
46,Increase street and sidewalk cleanliness.,169,(Retired) Sidewalks rated acceptably clean (%) - Bronx 06,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,93.62598048780488,0.0038508928546284113
46,Increase street and sidewalk cleanliness.,170,(Retired) Sidewalks rated acceptably clean (%) - Bronx 07,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,95.04866707317073,0.019217935720778987
46,Increase street and sidewalk cleanliness.,171,(Retired) Sidewalks rated acceptably clean (%) - Bronx 08,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.28911358024692,0.003049271779221994
46,Increase street and sidewalk cleanliness.,172,(Retired) Sidewalks rated acceptably clean (%) - Bronx 09,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.07768048780488,0.0021241289067404487
46,Increase street and sidewalk cleanliness.,173,(Retired) Sidewalks rated acceptably clean (%) - Bronx 10,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.27355301204818,0.0021956159387365682
46,Increase street and sidewalk cleanliness.,174,(Retired) Sidewalks rated acceptably clean (%) - Bronx 11,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.18143086419752,0.016899863361183563
46,Increase street and sidewalk cleanliness.,175,(Retired) Sidewalks rated acceptably clean (%) - Bronx 12,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,95.77705125,0.012860367755255515
46,Increase street and sidewalk cleanliness.,176,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 01,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,93.97406190476191,0.008049097320727932
46,Increase street and sidewalk cleanliness.,177,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 02,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.60976707317073,0.010007113201150289
46,Increase street and sidewalk cleanliness.,178,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 03,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,92.11573333333334,0.020109864641952118
46,Increase street and sidewalk cleanliness.,179,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 04,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,92.79485180722892,0.028778513918923145
46,Increase street and sidewalk cleanliness.,180,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 05,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,89.43993855421687,0.0032265935603839548
46,Increase street and sidewalk cleanliness.,181,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 06,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,95.66501481481482,0.02054720872820166
46,Increase street and sidewalk cleanliness.,182,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 07,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.63519382716049,0.036762323535979344
46,Increase street and sidewalk cleanliness.,183,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 08,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,93.60007619047619,0.004616748716668844
46,Increase street and sidewalk cleanliness.,184,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 09,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,94.48869397590362,0.0029042315945640032
46,Increase street and sidewalk cleanliness.,185,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 10,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.53946144578313,0.0015156130542606473
46,Increase street and sidewalk cleanliness.,186,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 11,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.76321084337349,0.022729073118336947
46,Increase street and sidewalk cleanliness.,187,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 12,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,93.89255357142858,0.001155516176653654
46,Increase street and sidewalk cleanliness.,188,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 13,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.11015903614458,0.020298330297060442
46,Increase street and sidewalk cleanliness.,189,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 14,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.86417816091954,0.006489203973353773
46,Increase street and sidewalk cleanliness.,190,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 15,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.24368125,0.011948221672414163
46,Increase street and sidewalk cleanliness.,191,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 16,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,87.12477820512821,0.014301918808033364
46,Increase street and sidewalk cleanliness.,192,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 17,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,93.56472195121951,0.028724245424163925
46,Increase street and sidewalk cleanliness.,193,(Retired) Sidewalks rated acceptably clean (%) - Brooklyn 18,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.72773827160493,0.03580560055188451
46,Increase street and sidewalk cleanliness.,194,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 01,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.20345238095238,0.03399908231388595
46,Increase street and sidewalk cleanliness.,195,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 02,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.88241647058824,0.02863797617651799
46,Increase street and sidewalk cleanliness.,196,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 03,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.49625833333333,0.005658221284225703
46,Increase street and sidewalk cleanliness.,197,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 04,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.35413734939759,0.02873984327990296
46,Increase street and sidewalk cleanliness.,198,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 05,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.26660843373494,0.029717484030623322
46,Increase street and sidewalk cleanliness.,199,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 06,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.38640375,0.0057875121771906535
46,Increase street and sidewalk cleanliness.,200,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 07,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.57447804878049,0.0005765457208728248
46,Increase street and sidewalk cleanliness.,201,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 08,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.58842987012987,0.00429576095761542
46,Increase street and sidewalk cleanliness.,202,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 09,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.9018851851852,0.01863952073594817
46,Increase street and sidewalk cleanliness.,203,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 10,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.28176511627906,0.004908708347648803
46,Increase street and sidewalk cleanliness.,204,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 11,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,96.00690722891567,0.031005474942172963
46,Increase street and sidewalk cleanliness.,205,(Retired) Sidewalks rated acceptably clean (%) - Manhattan 12,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.27808192771084,0.029977464507163928
46,Increase street and sidewalk cleanliness.,206,(Retired) Sidewalks rated acceptably clean (%) - Queens 01,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.44289879518072,0.03726933636318647
46,Increase street and sidewalk cleanliness.,207,(Retired) Sidewalks rated acceptably clean (%) - Queens 02,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,95.3919037037037,0.024108774878100776
46,Increase street and sidewalk cleanliness.,208,(Retired) Sidewalks rated acceptably clean (%) - Queens 03,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,95.7840743902439,0.004524074044718226
46,Increase street and sidewalk cleanliness.,209,(Retired) Sidewalks rated acceptably clean (%) - Queens 04,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.22912558139534,0.035492860079967194
46,Increase street and sidewalk cleanliness.,210,(Retired) Sidewalks rated acceptably clean (%) - Queens 05,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,97.98899759036145,0.02627278075250036
46,Increase street and sidewalk cleanliness.,211,(Retired) Sidewalks rated acceptably clean (%) - Queens 06,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,99.42889156626507,0.007309864470123499
46,Increase street and sidewalk cleanliness.,212,(Retired) Sidewalks rated acceptably clean (%) - Queens 07,"Percent of over 6,000 sample blocks rated acceptably clean by Mayor's Office field inspectors, based on a seven-point picture-based rating scale. Figures show annual averages based on twice-monthly ratings of the citywide sidewalk sample.",100.0,98.8509719512195,0.0177656481106761
