task_id,task_type,description,pre_tasks,requirements,affected_factors
44,Type B,Description task 44,"[16, 8, 12, 5, 14, 1, 2]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 3], [3, ""Product"", 3], [4, ""Product"", 2], [5, ""Product"", 4], [6, ""Product"", 2], [7, ""Product"", 3], [8, ""Product"", 2], [9, ""Product"", 1], [10, ""Product"", 1], [11, ""Environment"", 3], [12, ""Environment"", 5], [13, ""Environment"", 3], [14, ""Environment"", 2], [15, ""Environment"", 5], [16, ""Environment"", 5], [17, ""Environment"", 2], [18, ""Environment"", 5], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
45,Type B,Description task 45,"[16, 6, 18, 7, 1, 10, 2]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 1], [3, ""Product"", 2], [4, ""Product"", 3], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 2], [12, ""Environment"", 2], [13, ""Environment"", 2], [14, ""Environment"", 3], [15, ""Environment"", 3], [16, ""Environment"", 3], [17, ""Environment"", 4], [18, ""Environment"", 2], [19, ""Environment"", 5], [20, ""Environment"", 3]]"
46,Type A,Description task 46,"[17, 14, 9, 5, 18, 2, 12]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 3], [3, ""Product"", 2], [4, ""Product"", 5], [5, ""Product"", 4], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 1], [9, ""Product"", 4], [10, ""Product"", 2], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 4], [14, ""Environment"", 2], [15, ""Environment"", 5], [16, ""Environment"", 3], [17, ""Environment"", 1], [18, ""Environment"", 4], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
47,Type B,Description task 47,"[1, 18, 13, 14, 17, 9, 3]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 2], [3, ""Product"", 5], [4, ""Product"", 3], [5, ""Product"", 3], [6, ""Product"", 2], [7, ""Product"", 5], [8, ""Product"", 4], [9, ""Product"", 5], [10, ""Product"", 3], [11, ""Environment"", 4], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 2], [15, ""Environment"", 4], [16, ""Environment"", 5], [17, ""Environment"", 3], [18, ""Environment"", 3], [19, ""Environment"", 3], [20, ""Environment"", 3]]"
48,Type A,Description task 48,"[14, 11, 18, 16, 12, 2, 4]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 1], [3, ""Product"", 5], [4, ""Product"", 2], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 5], [8, ""Product"", 2], [9, ""Product"", 2], [10, ""Product"", 3], [11, ""Environment"", 4], [12, ""Environment"", 1], [13, ""Environment"", 5], [14, ""Environment"", 5], [15, ""Environment"", 4], [16, ""Environment"", 2], [17, ""Environment"", 2], [18, ""Environment"", 4], [19, ""Environment"", 3], [20, ""Environment"", 4]]"
49,Type A,Description task 49,"[10, 5, 4, 11, 12, 1, 13]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 5], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 2], [6, ""Product"", 1], [7, ""Product"", 3], [8, ""Product"", 2], [9, ""Product"", 4], [10, ""Product"", 2], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 4], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 4], [17, ""Environment"", 1], [18, ""Environment"", 5], [19, ""Environment"", 3], [20, ""Environment"", 3]]"
50,Type C,Description task 50,"[8, 6, 14, 1, 13, 10, 17]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 1], [4, ""Product"", 5], [5, ""Product"", 1], [6, ""Product"", 1], [7, ""Product"", 5], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 5], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 1], [17, ""Environment"", 3], [18, ""Environment"", 5], [19, ""Environment"", 2], [20, ""Environment"", 2]]"
51,Type A,Description task 51,"[2, 6, 14, 7, 17, 5, 11]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 2], [4, ""Product"", 2], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 1], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 4], [11, ""Environment"", 1], [12, ""Environment"", 2], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 1], [16, ""Environment"", 4], [17, ""Environment"", 3], [18, ""Environment"", 1], [19, ""Environment"", 3], [20, ""Environment"", 5]]"
52,Type B,Description task 52,"[6, 17, 2, 14, 3, 12, 10]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 5], [3, ""Product"", 5], [4, ""Product"", 5], [5, ""Product"", 3], [6, ""Product"", 3], [7, ""Product"", 2], [8, ""Product"", 5], [9, ""Product"", 5], [10, ""Product"", 5], [11, ""Environment"", 3], [12, ""Environment"", 5], [13, ""Environment"", 4], [14, ""Environment"", 1], [15, ""Environment"", 1], [16, ""Environment"", 1], [17, ""Environment"", 3], [18, ""Environment"", 5], [19, ""Environment"", 3], [20, ""Environment"", 2]]"
53,Type B,Description task 53,"[15, 6, 7, 3, 2, 16, 5]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 5], [3, ""Product"", 5], [4, ""Product"", 3], [5, ""Product"", 4], [6, ""Product"", 3], [7, ""Product"", 3], [8, ""Product"", 3], [9, ""Product"", 1], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 5], [13, ""Environment"", 3], [14, ""Environment"", 2], [15, ""Environment"", 2], [16, ""Environment"", 4], [17, ""Environment"", 5], [18, ""Environment"", 2], [19, ""Environment"", 2], [20, ""Environment"", 1]]"
54,Type A,Description task 54,"[10, 12, 7, 18, 14, 2, 3]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 4], [3, ""Product"", 4], [4, ""Product"", 5], [5, ""Product"", 3], [6, ""Product"", 2], [7, ""Product"", 4], [8, ""Product"", 2], [9, ""Product"", 4], [10, ""Product"", 4], [11, ""Environment"", 5], [12, ""Environment"", 1], [13, ""Environment"", 1], [14, ""Environment"", 3], [15, ""Environment"", 2], [16, ""Environment"", 1], [17, ""Environment"", 5], [18, ""Environment"", 3], [19, ""Environment"", 5], [20, ""Environment"", 4]]"
55,Type B,Description task 55,"[18, 13, 10, 14, 12, 16, 8]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 4], [3, ""Product"", 2], [4, ""Product"", 4], [5, ""Product"", 1], [6, ""Product"", 4], [7, ""Product"", 5], [8, ""Product"", 1], [9, ""Product"", 2], [10, ""Product"", 1], [11, ""Environment"", 5], [12, ""Environment"", 1], [13, ""Environment"", 1], [14, ""Environment"", 4], [15, ""Environment"", 3], [16, ""Environment"", 5], [17, ""Environment"", 4], [18, ""Environment"", 3], [19, ""Environment"", 2], [20, ""Environment"", 2]]"
56,Type B,Description task 56,"[13, 16, 17, 18, 3, 12, 5]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 2], [3, ""Product"", 2], [4, ""Product"", 4], [5, ""Product"", 5], [6, ""Product"", 4], [7, ""Product"", 4], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 1], [11, ""Environment"", 4], [12, ""Environment"", 5], [13, ""Environment"", 3], [14, ""Environment"", 3], [15, ""Environment"", 4], [16, ""Environment"", 2], [17, ""Environment"", 5], [18, ""Environment"", 4], [19, ""Environment"", 2], [20, ""Environment"", 2]]"
57,Type C,Description task 57,"[11, 10, 15, 9, 2, 1, 5]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 2], [3, ""Product"", 2], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 4], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 2], [10, ""Product"", 1], [11, ""Environment"", 3], [12, ""Environment"", 3], [13, ""Environment"", 2], [14, ""Environment"", 3], [15, ""Environment"", 3], [16, ""Environment"", 1], [17, ""Environment"", 2], [18, ""Environment"", 3], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
58,Type B,Description task 58,"[5, 6, 15, 16, 4, 18, 7]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 4], [3, ""Product"", 4], [4, ""Product"", 1], [5, ""Product"", 4], [6, ""Product"", 2], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 1], [10, ""Product"", 2], [11, ""Environment"", 2], [12, ""Environment"", 5], [13, ""Environment"", 3], [14, ""Environment"", 3], [15, ""Environment"", 1], [16, ""Environment"", 1], [17, ""Environment"", 2], [18, ""Environment"", 4], [19, ""Environment"", 3], [20, ""Environment"", 5]]"
59,Type B,Description task 59,"[2, 14, 3, 7, 8, 16, 10]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 2], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 2], [6, ""Product"", 5], [7, ""Product"", 4], [8, ""Product"", 4], [9, ""Product"", 5], [10, ""Product"", 2], [11, ""Environment"", 5], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 2], [15, ""Environment"", 4], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 3], [19, ""Environment"", 3], [20, ""Environment"", 4]]"
60,Type A,Description task 60,"[12, 5, 6, 11, 10, 18, 17]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 1], [3, ""Product"", 3], [4, ""Product"", 3], [5, ""Product"", 3], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 3], [9, ""Product"", 4], [10, ""Product"", 3], [11, ""Environment"", 4], [12, ""Environment"", 1], [13, ""Environment"", 5], [14, ""Environment"", 3], [15, ""Environment"", 4], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 3], [19, ""Environment"", 5], [20, ""Environment"", 1]]"
61,Type A,Description task 61,"[16, 14, 5, 7, 13, 9, 8]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 5], [3, ""Product"", 3], [4, ""Product"", 3], [5, ""Product"", 5], [6, ""Product"", 1], [7, ""Product"", 2], [8, ""Product"", 1], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 2], [12, ""Environment"", 2], [13, ""Environment"", 2], [14, ""Environment"", 4], [15, ""Environment"", 4], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 4], [19, ""Environment"", 1], [20, ""Environment"", 5]]"
62,Type B,Description task 62,"[15, 13, 8, 10, 14, 2, 1]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 1], [3, ""Product"", 4], [4, ""Product"", 3], [5, ""Product"", 3], [6, ""Product"", 4], [7, ""Product"", 5], [8, ""Product"", 2], [9, ""Product"", 2], [10, ""Product"", 5], [11, ""Environment"", 5], [12, ""Environment"", 4], [13, ""Environment"", 3], [14, ""Environment"", 1], [15, ""Environment"", 3], [16, ""Environment"", 2], [17, ""Environment"", 3], [18, ""Environment"", 4], [19, ""Environment"", 1], [20, ""Environment"", 1]]"
63,Type A,Description task 63,"[17, 15, 4, 14, 16, 11, 2]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 3], [3, ""Product"", 5], [4, ""Product"", 1], [5, ""Product"", 4], [6, ""Product"", 4], [7, ""Product"", 4], [8, ""Product"", 4], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 1], [12, ""Environment"", 3], [13, ""Environment"", 5], [14, ""Environment"", 2], [15, ""Environment"", 2], [16, ""Environment"", 3], [17, ""Environment"", 5], [18, ""Environment"", 5], [19, ""Environment"", 5], [20, ""Environment"", 2]]"
64,Type A,Description task 64,"[1, 3, 18, 5, 16, 12, 10]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 1], [3, ""Product"", 3], [4, ""Product"", 2], [5, ""Product"", 5], [6, ""Product"", 2], [7, ""Product"", 5], [8, ""Product"", 3], [9, ""Product"", 2], [10, ""Product"", 1], [11, ""Environment"", 5], [12, ""Environment"", 2], [13, ""Environment"", 3], [14, ""Environment"", 5], [15, ""Environment"", 5], [16, ""Environment"", 1], [17, ""Environment"", 4], [18, ""Environment"", 4], [19, ""Environment"", 2], [20, ""Environment"", 1]]"
65,Type A,Description task 65,"[9, 6, 18, 3, 12, 15, 4]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 4], [3, ""Product"", 1], [4, ""Product"", 5], [5, ""Product"", 4], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 4], [11, ""Environment"", 1], [12, ""Environment"", 3], [13, ""Environment"", 5], [14, ""Environment"", 4], [15, ""Environment"", 2], [16, ""Environment"", 3], [17, ""Environment"", 1], [18, ""Environment"", 1], [19, ""Environment"", 3], [20, ""Environment"", 3]]"
66,Type A,Description task 66,"[7, 15, 1, 8, 16, 5, 14]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 4], [3, ""Product"", 1], [4, ""Product"", 2], [5, ""Product"", 3], [6, ""Product"", 4], [7, ""Product"", 3], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 1], [11, ""Environment"", 5], [12, ""Environment"", 5], [13, ""Environment"", 2], [14, ""Environment"", 3], [15, ""Environment"", 3], [16, ""Environment"", 4], [17, ""Environment"", 1], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 3]]"
67,Type C,Description task 67,"[5, 4, 15, 13, 12, 18, 14]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 1], [3, ""Product"", 3], [4, ""Product"", 2], [5, ""Product"", 3], [6, ""Product"", 3], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 3], [10, ""Product"", 4], [11, ""Environment"", 1], [12, ""Environment"", 3], [13, ""Environment"", 1], [14, ""Environment"", 2], [15, ""Environment"", 5], [16, ""Environment"", 2], [17, ""Environment"", 1], [18, ""Environment"", 4], [19, ""Environment"", 4], [20, ""Environment"", 3]]"
68,Type A,Description task 68,"[4, 5, 3, 8, 14, 15, 12]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 2], [3, ""Product"", 1], [4, ""Product"", 2], [5, ""Product"", 3], [6, ""Product"", 5], [7, ""Product"", 5], [8, ""Product"", 3], [9, ""Product"", 1], [10, ""Product"", 5], [11, ""Environment"", 4], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 4], [15, ""Environment"", 3], [16, ""Environment"", 3], [17, ""Environment"", 1], [18, ""Environment"", 5], [19, ""Environment"", 2], [20, ""Environment"", 1]]"
69,Type B,Description task 69,"[11, 17, 10, 9, 3, 16, 12]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 3], [4, ""Product"", 4], [5, ""Product"", 4], [6, ""Product"", 1], [7, ""Product"", 3], [8, ""Product"", 5], [9, ""Product"", 3], [10, ""Product"", 1], [11, ""Environment"", 1], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 3], [15, ""Environment"", 3], [16, ""Environment"", 1], [17, ""Environment"", 4], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 4]]"
70,Type B,Description task 70,"[9, 18, 2, 17, 5, 16, 3]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 1], [2, ""Product"", 4], [3, ""Product"", 1], [4, ""Product"", 1], [5, ""Product"", 4], [6, ""Product"", 1], [7, ""Product"", 4], [8, ""Product"", 3], [9, ""Product"", 3], [10, ""Product"", 5], [11, ""Environment"", 3], [12, ""Environment"", 1], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 4], [16, ""Environment"", 5], [17, ""Environment"", 1], [18, ""Environment"", 3], [19, ""Environment"", 3], [20, ""Environment"", 4]]"
71,Type A,Description task 71,"[2, 11, 9, 8, 13, 1, 18]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 4], [3, ""Product"", 3], [4, ""Product"", 4], [5, ""Product"", 2], [6, ""Product"", 3], [7, ""Product"", 3], [8, ""Product"", 4], [9, ""Product"", 1], [10, ""Product"", 1], [11, ""Environment"", 2], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 1], [15, ""Environment"", 1], [16, ""Environment"", 1], [17, ""Environment"", 2], [18, ""Environment"", 3], [19, ""Environment"", 2], [20, ""Environment"", 1]]"
72,Type A,Description task 72,"[6, 15, 13, 5, 18, 8, 11]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 5], [3, ""Product"", 2], [4, ""Product"", 1], [5, ""Product"", 4], [6, ""Product"", 3], [7, ""Product"", 3], [8, ""Product"", 3], [9, ""Product"", 4], [10, ""Product"", 5], [11, ""Environment"", 5], [12, ""Environment"", 2], [13, ""Environment"", 4], [14, ""Environment"", 3], [15, ""Environment"", 4], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 4], [19, ""Environment"", 5], [20, ""Environment"", 1]]"
73,Type A,Description task 73,"[6, 2, 4, 3, 9, 18, 13]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 2], [2, ""Product"", 4], [3, ""Product"", 1], [4, ""Product"", 3], [5, ""Product"", 1], [6, ""Product"", 1], [7, ""Product"", 4], [8, ""Product"", 1], [9, ""Product"", 1], [10, ""Product"", 2], [11, ""Environment"", 4], [12, ""Environment"", 3], [13, ""Environment"", 5], [14, ""Environment"", 1], [15, ""Environment"", 2], [16, ""Environment"", 3], [17, ""Environment"", 5], [18, ""Environment"", 5], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
74,Type B,Description task 74,"[14, 10, 12, 13, 18, 17, 1]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 1], [3, ""Product"", 4], [4, ""Product"", 5], [5, ""Product"", 5], [6, ""Product"", 2], [7, ""Product"", 2], [8, ""Product"", 5], [9, ""Product"", 3], [10, ""Product"", 3], [11, ""Environment"", 3], [12, ""Environment"", 2], [13, ""Environment"", 4], [14, ""Environment"", 2], [15, ""Environment"", 1], [16, ""Environment"", 4], [17, ""Environment"", 4], [18, ""Environment"", 2], [19, ""Environment"", 4], [20, ""Environment"", 5]]"
75,Type C,Description task 75,"[12, 4, 14, 13, 8, 2, 17]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 5], [3, ""Product"", 4], [4, ""Product"", 3], [5, ""Product"", 5], [6, ""Product"", 2], [7, ""Product"", 4], [8, ""Product"", 4], [9, ""Product"", 4], [10, ""Product"", 3], [11, ""Environment"", 2], [12, ""Environment"", 4], [13, ""Environment"", 2], [14, ""Environment"", 3], [15, ""Environment"", 2], [16, ""Environment"", 4], [17, ""Environment"", 2], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 5]]"
76,Type B,Description task 76,"[11, 14, 4, 10, 7, 16, 1]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 3], [3, ""Product"", 3], [4, ""Product"", 3], [5, ""Product"", 2], [6, ""Product"", 2], [7, ""Product"", 1], [8, ""Product"", 3], [9, ""Product"", 5], [10, ""Product"", 1], [11, ""Environment"", 4], [12, ""Environment"", 1], [13, ""Environment"", 4], [14, ""Environment"", 5], [15, ""Environment"", 2], [16, ""Environment"", 2], [17, ""Environment"", 4], [18, ""Environment"", 2], [19, ""Environment"", 4], [20, ""Environment"", 4]]"
77,Type A,Description task 77,"[14, 17, 1, 18, 13, 10, 5]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 3], [2, ""Product"", 3], [3, ""Product"", 1], [4, ""Product"", 2], [5, ""Product"", 1], [6, ""Product"", 5], [7, ""Product"", 3], [8, ""Product"", 2], [9, ""Product"", 3], [10, ""Product"", 3], [11, ""Environment"", 5], [12, ""Environment"", 4], [13, ""Environment"", 3], [14, ""Environment"", 3], [15, ""Environment"", 2], [16, ""Environment"", 4], [17, ""Environment"", 3], [18, ""Environment"", 2], [19, ""Environment"", 1], [20, ""Environment"", 4]]"
78,Type A,Description task 78,"[9, 1, 3, 16, 13, 15, 7]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 1], [3, ""Product"", 2], [4, ""Product"", 2], [5, ""Product"", 2], [6, ""Product"", 4], [7, ""Product"", 1], [8, ""Product"", 2], [9, ""Product"", 5], [10, ""Product"", 3], [11, ""Environment"", 3], [12, ""Environment"", 5], [13, ""Environment"", 5], [14, ""Environment"", 4], [15, ""Environment"", 3], [16, ""Environment"", 5], [17, ""Environment"", 4], [18, ""Environment"", 1], [19, ""Environment"", 1], [20, ""Environment"", 5]]"
79,Type B,Description task 79,"[4, 12, 18, 16, 15, 1, 10]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 5], [2, ""Product"", 2], [3, ""Product"", 5], [4, ""Product"", 1], [5, ""Product"", 5], [6, ""Product"", 5], [7, ""Product"", 5], [8, ""Product"", 4], [9, ""Product"", 5], [10, ""Product"", 1], [11, ""Environment"", 2], [12, ""Environment"", 1], [13, ""Environment"", 2], [14, ""Environment"", 5], [15, ""Environment"", 3], [16, ""Environment"", 1], [17, ""Environment"", 3], [18, ""Environment"", 2], [19, ""Environment"", 3], [20, ""Environment"", 3]]"
80,Type A,Description task 80,"[3, 4, 6, 15, 5, 12, 2]","{""certificates"": [], ""majors"": """", ""type_majors"": """"}","[[1, ""Product"", 4], [2, ""Product"", 5], [3, ""Product"", 4], [4, ""Product"", 5], [5, ""Product"", 5], [6, ""Product"", 4], [7, ""Product"", 1], [8, ""Product"", 4], [9, ""Product"", 2], [10, ""Product"", 5], [11, ""Environment"", 2], [12, ""Environment"", 1], [13, ""Environment"", 5], [14, ""Environment"", 3], [15, ""Environment"", 4], [16, ""Environment"", 5], [17, ""Environment"", 5], [18, ""Environment"", 4], [19, ""Environment"", 2], [20, ""Environment"", 4]]"
